strain	date	Nextclade_pango	S1_mutations	clade_membership	country	division	emerging_lineage	epiweek	genbank_accession	host	originating_lab	pango_lineage	recency	region	submitting_lab	author	mlr_lineage_fitness	ace2_binding	immune_escape
USA/MD-MDH-12869/2026	2026-02-17	XFG.14.1.1	64.00	25C (XFG)	USA	Maryland	24A	202607	PZ056292	Homo sapiens		XFG.14.1.1	One month ago	North America	Maryland Department of Health, DVI	Stegman et al		-0.22	0.74
USA/NJ-PHEL-V26001440/2026	2026-02-04	XFG.14.1.1	64.00	25C (XFG)	USA	New Jersey	24A	202605	PZ106361	Homo sapiens	New Jersey Public Health and Environmental Laboratories	XFG.14.1.1	One week ago	North America	NJDOH PHEL Virology Shared Submissions, Public Health and Environmental Laboratories, Virology	Verma et al		-2.75	1.89
USA/CT-CDC-9509298/2025	2025-10-06	XFG.14.1.1	63.00	25C (XFG)	USA	Connecticut	24A	202541	PX691514	Homo sapiens		XFG.14.1.1	Older	North America	Centers for Disease Control and Prevention, Coronaviruses and Other Respiratory Viruses Division	Kelleher et al		-2.75	1.89
USA/NJ-PHEL-V26000240/2026	2026-01-03	XFG.14.1.1	63.00	25C (XFG)	USA	New Jersey	24A	202553	PX983658	Homo sapiens	New Jersey Public Health and Environmental Laboratories	XFG.14.1.1	Older	North America	NJDOH PHEL Virology Shared Submissions, Public Health and Environmental Laboratories, Virology	Verma et al		-2.75	1.89
USA/CT-DPH-1337466001/2025	2025-12-01	XFG.14.1.1	63.00	25C (XFG)	USA	Connecticut	24A	202549	PX802198	Homo sapiens		XFG.14.1.1	Older	North America	CT State Public Health Laboratory Submission Group, Katherine A. Kelley State Public Health Laboratory	Incekara et al		-2.75	1.89
USA/RISHL26COV021/2025	2025-11-04	XFG.14.1.1	63.00	25C (XFG)	USA	Rhode Island	24A	202545	PZ105872	Homo sapiens	RIDOH	XFG.14.1.1	One week ago	North America	Rhode Island Department of Health State Health Laboratories: Sequencing Core, Sequencing Core	Carpenter-Azevedo et al		-2.75	1.89
OZ388135	2025-12-05	XFG.14.1.1	63.00	25C (XFG)	United Kingdom	England	24A	202549	OZ388135	Homo sapiens	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	XFG.14.1.1	Older	Europe	61 Colindale Avenue, London, NW9 5EQ	?		-3.48	1.77
USA/PHL2-M-B-B04-20251212/2025	2025-12-08	XFG.14.1.1	63.00	25C (XFG)	USA	Pennsylvania	24A	202550	PX901391	Homo sapiens		XFG.14.1.1	Older	North America	Philadelphia Department of Public Health, Public Health Laboratory	Tu et al		-2.75	1.89
USA/NJ-PHEL-V26000666/2026	2026-01-19	XFG.14.1.1	63.00	25C (XFG)	USA	New Jersey	24A	202603	PZ106339	Homo sapiens	New Jersey Public Health and Environmental Laboratories	XFG.14.1.1	One week ago	North America	NJDOH PHEL Virology Shared Submissions, Public Health and Environmental Laboratories, Virology	Verma et al		-2.75	1.89
USA/MD-MDH-12691/2026	2026-01-14	XFG.14.1.1	63.00	25C (XFG)	USA	Maryland	24A	202602	PX945529	Homo sapiens		XFG.14.1.1	Older	North America	Maryland Department of Health, DVI	Stegman et al		-2.27	0.42
USA/MD-MDH-12764/2026	2026-01-16	XFG.14.1.1	63.00	25C (XFG)	USA	Maryland	24A	202602	PX980052	Homo sapiens		XFG.14.1.1	Older	North America	Maryland Department of Health, DVI	Stegman et al		-2.75	1.89
BRA/ITpS_ZHz_001Hn_001/2026	2026-01-27	XFG.14.1.1	64.00	25C (XFG)	Brazil	São Paulo	24A	202604	PZ044451	Homo sapiens		XFG.14.1.1	One month ago	South America	Instituto Todos pela Saude, ITpS	Silva et al		-2.75	1.89
BRA/ITpS_Elz_001HH_001/2026	2026-01-05	XFG.14.1.1	64.00	25C (XFG)	Brazil	São Paulo	24A	202601	PZ044419	Homo sapiens		XFG.14.1.1	One month ago	South America	Instituto Todos pela Saude, ITpS	Silva et al		-2.75	1.89
BRA/ITpS_aiz_001HM_001/2026	2026-01-14	XFG.14.1.1	62.00	25C (XFG)	Brazil	São Paulo	24A	202602	PZ044424	Homo sapiens		XFG.14.1.1	One month ago	South America	Instituto Todos pela Saude, ITpS	Silva et al		-3.48	1.77
USA/UT-UPHL-251003042523/2025	2025-09-20	XFG.14.1	63.00	25C (XFG)	USA	Utah	24A	202538	PX453921	Homo sapiens	Utah Public Health Laboratory	XFG.14.1	Older	North America	Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory	Iverson et al	1.06	-2.75	1.89
USA/CA-CDPH-500150708/2025	2025-09-15	XFG.14.1	63.00	25C (XFG)	USA	California	24A	202538	PX494793	Homo sapiens	TPMG Kaiser Regional	XFG.14.1	Older	North America	California Department of Public Health, IDLB VRDL/COVIDNet	Diaz-Cuevas et al	1.06	-2.75	1.89
IGS-10285-CVDP-18AB5BDA-D154-40FC-9ACE-88D37C3CA4B9	2025-09-30	XFG.14.1	63.00	25C (XFG)	Germany		24A	202540				XFG.14.1	Older	Europe		?	1.06	-2.75	1.89
USA/MD-MDH-12556/2026	2026-01-04	XFG.14.1.4	63.00	25C (XFG)	USA	Maryland	24A	202601	PX898819	Homo sapiens		XFG.14.1.4	Older	North America	Maryland Department of Health, DVI	Stegman et al		-2.75	1.89
IGS-10285-CVDP-48114B4C-FB73-4BC9-8D5D-41640A09DD26	2025-11-18	XFG.14.1.4	63.00	25C (XFG)	Germany		24A	202547				XFG.14.1.4	Older	Europe		?		-2.75	1.89
USA/MN-MDH-48552/2025	2025-11-13	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202546	PX673514	Homo sapiens	RIDGEVIEW MEDICAL CENTER	XFG.14.1	Older	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
Denmark/DCGC-693437/2025	2025-11-17	XFG.14.1	63.00	25C (XFG)	Denmark	Denmark	24A	202547	OZ376964	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.14.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.06	-2.75	1.89
USA/CT-CDC-9648940-001/2025	2025-12-14	XFG.14.1	63.00	25C (XFG)	USA	Connecticut	24A	202551	PZ034684	Homo sapiens		XFG.14.1	One month ago	North America	Centers for Disease Control and Prevention, Coronaviruses and Other Respiratory Viruses Division	Kelleher et al	1.06	-2.75	1.89
IGS-10285-CVDP-F0209509-7FCC-4520-9C95-D8C2F6BDFD8A	2025-11-12	XFG.14.1	63.00	25C (XFG)	Germany		24A	202546				XFG.14.1	Older	Europe		?	1.06	-2.75	1.89
USA/CA-CDPH-6000022691/2025	2025-09-25	XFG.14.1	63.00	25C (XFG)	USA	California	24A	202539	PX885596	Homo sapiens		XFG.14.1	Older	North America	California Department of Public Health, IDLB VRDL/COVIDNet	Diaz-Cuevas et al	1.06	-2.75	1.89
IGS-10285-CVDP-CABD1F41-E5F5-42B4-811A-EF0BEED75733	2025-10-20	XFG.14.1	63.00	25C (XFG)	Germany		24A	202543				XFG.14.1	Older	Europe		?	1.06	-2.75	1.89
USA/MN-MDH-49778/2026	2026-02-09	XFG.14.1	64.00	25C (XFG)	USA	Minnesota	24A	202606	PZ036320	Homo sapiens	FAIRVIEW RIDGES HOSPITAL	XFG.14.1	One month ago	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/MN-MDH-49899/2026	2026-02-09	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202606	PZ095326	Homo sapiens	LAKE REGION HEALTHCARE	XFG.14.1	One week ago	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/MD-MDH-12305/2025	2025-11-11	XFG.14.1	63.00	25C (XFG)	USA	Maryland	24A	202546	PX583836	Homo sapiens		XFG.14.1	Older	North America	Maryland Department of Health, DVI	Stegman et al	1.06	-2.75	1.89
Denmark/DCGC-693463/2025	2025-11-24	XFG.14.1	63.00	25C (XFG)	Denmark	Denmark	24A	202548	OZ377036	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.14.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.06	-2.75	1.89
Denmark/DCGC-693441/2025	2025-11-24	XFG.14.1	63.00	25C (XFG)	Denmark	Denmark	24A	202548	OZ376947	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.14.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.06	-2.75	1.89
USA/MN-MDH-48909/2025	2025-12-28	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202553	PX880371	Homo sapiens		XFG.14.1	Older	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/MN-MDH-48792/2025	2025-12-17	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202551	PX804022	Homo sapiens		XFG.14.1	Older	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/TX-USAFSAM-S24415/2026	2026-01-07	XFG.14.1	63.00	25C (XFG)	USA	Texas	24A	202601	PZ036414	Homo sapiens	NHC CORPUS CHRISTI	XFG.14.1	One month ago	North America	United States Air Force School of Aerospace Medicine Public Health Submission Group, 711th Human Performance Wing	Fries et al	1.06	-2.75	1.89
USA/MN-MDH-49932/2026	2026-02-17	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202607	PZ103556	Homo sapiens	ALLINA HEALTH LABORATORY - ABBOTT NORTHWESTERN	XFG.14.1	One week ago	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/CO-CDPHE-45626185/2025	2025-11-18	XFG.14.1	63.00	25C (XFG)	USA	Colorado	24A	202547	PX832053	Homo sapiens		XFG.14.1	Older	North America	CDPHE SARS-CoV-2 submissions, Genomic Surveillance Program	Matzinger et al	1.06	-2.75	1.89
OZ371123	2025-10-02	XFG.14.1.3	63.00	25C (XFG)	Slovakia	Slovakia	24A	202540	OZ371123	Homo sapiens	Public Health Authority of the Slovak Republic	XFG.14.1.3	Older	Europe	Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	Sladecek et al		-2.75	1.89
USA/MD-MDH-12752/2026	2026-01-23	XFG.14.1.3	63.00	25C (XFG)	USA	Maryland	24A	202603	PX980040	Homo sapiens		XFG.14.1.3	Older	North America	Maryland Department of Health, DVI	Stegman et al		-2.75	1.89
Denmark/DCGC-693655/2025	2025-12-22	XFG.14.1.3	63.00	25C (XFG)	Denmark	Denmark	24A	202552	OZ412102	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.14.1.3	One month ago	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.75	1.89
USA/MA-MASPHL-15120/2026	2026-01-20	XFG.14.1.3	63.00	25C (XFG)	USA	Massachusetts	24A	202603	PX993554	Homo sapiens		XFG.14.1.3	Older	North America	Massachusetts State Public Health Lab, DPH	Gagne et al		-2.37	1.33
IGS-10285-CVDP-337B4C6B-95D2-48FE-9ADB-5A4E10E667FB	2026-01-14	XFG.14.1.3	63.00	25C (XFG)	Germany		24A	202602				XFG.14.1.3	Older	Europe		?		-2.75	1.89
USA/OSPHL10825/2025	2025-10-16	XFG.14.1	63.00	25C (XFG)	USA	Oregon	24A	202542	PX531315	Homo sapiens		XFG.14.1	Older	North America	Oregon State Public Health Laboratory, Virology and Immunology	Tsaknaridis et al	1.06	-2.75	1.89
IGS-10285-CVDP-7271481B-AD55-4A5D-AA73-E250D7A859C6	2025-11-06	XFG.14.1	64.00	25C (XFG)	Germany		24A	202545				XFG.14.1	Older	Europe		?	1.06	-2.75	1.89
USA/OSPHL10919/2025	2025-11-20	XFG.14.1	63.00	25C (XFG)	USA	Oregon	24A	202547	PX834286	Homo sapiens		XFG.14.1	Older	North America	Oregon State Public Health Laboratory, Virology and Immunology	Tsaknaridis et al	1.06	-2.75	1.89
USA/OSPHL10914/2025	2025-11-20	XFG.14.1	63.00	25C (XFG)	USA	Oregon	24A	202547	PX834282	Homo sapiens		XFG.14.1	Older	North America	Oregon State Public Health Laboratory, Virology and Immunology	Tsaknaridis et al	1.06	-2.75	1.89
USA/CO-CDPHE-45936746/2026	2026-01-12	XFG.14.1	63.00	25C (XFG)	USA	Colorado	24A	202602	PX952149	Homo sapiens	Colorado Department of Public Health and Environment	XFG.14.1	Older	North America	CDPHE SARS-CoV-2 submissions, Genomic Surveillance Program	Matzinger et al	1.06	-2.75	1.89
USA/2025CV0961/2025	2025-12-13	XFG.14.1	63.00	25C (XFG)	USA	Arizona	24A	202550	PX787834	Homo sapiens		XFG.14.1	Older	North America	Arizona Department of Health Services, Virology/Serology	Emerson et al	1.06	-2.75	1.89
USA/MN-MDH-49519/2026	2026-01-21	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202603	PX965663	Homo sapiens	RIDGEVIEW MEDICAL CENTER	XFG.14.1	Older	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/MN-MDH-48601/2025	2025-11-24	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202548	PX673563	Homo sapiens	RIDGEVIEW MEDICAL CENTER	XFG.14.1	Older	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/MN-MDH-49302/2026	2026-01-07	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202601	PX955358	Homo sapiens	WINONA HEALTH HOSPITAL	XFG.14.1	Older	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/MN-MDH-50069/2026	2026-02-18	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202607	PZ148788	Homo sapiens		XFG.14.1	1-2 days ago	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/CO-CDPHE-46312810/2026	2026-02-21	XFG.14.1	63.00	25C (XFG)	USA	Colorado	24A	202607	PZ150785	Homo sapiens		XFG.14.1	1-2 days ago	North America	CDPHE SARS-CoV-2 submissions, Genomic Surveillance Program	Matzinger et al	1.06	-2.75	1.89
USA/CA-LACPHL-AY16022/2026	2026-01-20	XFG.14.1	63.00	25C (XFG)	USA	California	24A	202603	PX971531	Homo sapiens	Los Angeles County Public Health Laboratory	XFG.14.1	Older	North America	Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories	Fox et al	1.06	-2.75	1.89
USA/MD-MDH-12600/2026	2026-01-06	XFG.14.1	63.00	25C (XFG)	USA	Maryland	24A	202601	PX945449	Homo sapiens		XFG.14.1	Older	North America	Maryland Department of Health, DVI	Stegman et al	1.06	-2.75	1.89
BRA/ITpS_QDq_001Gh_001/2026	2026-01-22	XFG.14.1	61.00	25C (XFG)	Brazil	São Paulo	24A	202603	PZ044383	Homo sapiens		XFG.14.1	One month ago	South America	Instituto Todos pela Saude, ITpS	Silva et al	1.06	-3.48	1.77
BRA/ITpS_Tnb_001Gj_001/2026	2026-01-24	XFG.14.1	63.00	25C (XFG)	Brazil	São Paulo	24A	202603	PZ044385	Homo sapiens		XFG.14.1	One month ago	South America	Instituto Todos pela Saude, ITpS	Silva et al	1.06	-2.75	1.89
IGS-10285-CVDP-37FCB977-F9EF-4196-9A57-9AD712A8B917	2025-12-01	XFG.14.1	63.00	25C (XFG)	Germany		24A	202549				XFG.14.1	Older	Europe		?	1.06	-2.75	1.89
IGS-10285-CVDP-3D837872-4B3F-4ED9-9B62-D7727D25B621	2025-11-26	XFG.14.1	63.00	25C (XFG)	Germany		24A	202548				XFG.14.1	Older	Europe		?	1.06	-2.75	1.89
USA/CA-CDPH-500151577/2025	2025-12-19	XFG.14.1	63.00	25C (XFG)	USA	California	24A	202551	PX886073	Homo sapiens		XFG.14.1	Older	North America	California Department of Public Health, IDLB VRDL/COVIDNet	Diaz-Cuevas et al	1.06	-2.75	1.89
OZ405693	2025-12-29	XFG.14.1	63.00	25C (XFG)	United Kingdom	Scotland	24A	202553	OZ405693	Homo sapiens		XFG.14.1	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?	1.06	-3.48	1.77
USA/TN-SPHL-1622/2026	2026-01-01	XFG.14.1	63.00	25C (XFG)	USA	Tennessee	24A	202553	PZ099055	Homo sapiens	Tennessee Department of Health Laboratory Services	XFG.14.1	One week ago	North America	TN DOH, Lab Services	Zuniga et al	1.06	-2.75	1.89
USA/CO-CDPHE-46104668/2026	2026-02-02	XFG.14.1.8	63.00	25C (XFG)	USA	Colorado	24A	202605	PZ087729	Homo sapiens	Colorado Department of Public Health and Environment	XFG.14.1.8	One week ago	North America	CDPHE SARS-CoV-2 submissions, Genomic Surveillance Program	Matzinger et al		-2.75	1.89
USA/MN-MDH-49116/2026	2026-01-07	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202601	PX908411	Homo sapiens		XFG.14.1	Older	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
IGS-10285-CVDP-6E5E4224-3796-4FCE-8216-E4E89C9B4956	2026-02-02	XFG.14.1	63.00	25C (XFG)	Germany		24A	202605				XFG.14.1	One month ago	Europe		?	1.06	-2.75	1.89
USA/CA-LACPHL-AY16096/2026	2026-02-03	XFG.14.1	63.00	25C (XFG)	USA	California	24A	202605	PZ026862	Homo sapiens	Los Angeles County Public Health Laboratory	XFG.14.1	One month ago	North America	Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories	Fox et al	1.06	-2.75	1.89
USA/CA-LACPHL-AY16053/2026	2026-01-17	XFG.14.1	63.00	25C (XFG)	USA	California	24A	202602	PX971562	Homo sapiens	Los Angeles County Public Health Laboratory	XFG.14.1	Older	North America	Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories	Fox et al	1.06	-2.75	1.89
OZ405718	2026-01-07	XFG.14.1	63.00	25C (XFG)	United Kingdom	Wales	24A	202601	OZ405718	Homo sapiens		XFG.14.1	Older	Europe	Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw	?	1.06	-2.75	1.89
OZ405631	2026-01-07	XFG.14.1	63.00	25C (XFG)	United Kingdom	Wales	24A	202601	OZ405631	Homo sapiens		XFG.14.1	Older	Europe	Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw	?	1.06	-2.75	1.89
OZ405662	2026-01-06	XFG.14.1	63.00	25C (XFG)	United Kingdom	Wales	24A	202601	OZ405662	Homo sapiens		XFG.14.1	Older	Europe	Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw	?	1.06	-2.75	1.89
OZ405586	2026-01-06	XFG.14.1	63.00	25C (XFG)	United Kingdom	Wales	24A	202601	OZ405586	Homo sapiens		XFG.14.1	Older	Europe	Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw	?	1.06	-2.75	1.89
USA/MA-MASPHL-15110/2026	2026-01-14	XFG.14.1	63.00	25C (XFG)	USA	Massachusetts	24A	202602	PX993550	Homo sapiens		XFG.14.1	Older	North America	Massachusetts State Public Health Lab, DPH	Gagne et al	1.06	-2.75	1.89
USA/CA-LACPHL-AY16187/2026	2026-02-04	XFG.14.1	64.00	25C (XFG)	USA	California	24A	202605	PZ113880	Homo sapiens	Los Angeles County Public Health Laboratory	XFG.14.1	One week ago	North America	Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories	Fox et al	1.06	-2.75	1.89
USA/MN-MDH-49942/2026	2026-02-18	XFG.14.1	63.00	25C (XFG)	USA	Minnesota	24A	202607	PZ103546	Homo sapiens	RIDGEVIEW SIBLEY MEDICAL CENTER	XFG.14.1	One week ago	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.06	-2.75	1.89
USA/CO-CDPHE-46104908/2026	2026-02-12	XFG.14.1	63.00	25C (XFG)	USA	Colorado	24A	202606	PZ087625	Homo sapiens	Colorado Department of Public Health and Environment	XFG.14.1	One week ago	North America	CDPHE SARS-CoV-2 submissions, Genomic Surveillance Program	Matzinger et al	1.06	-2.75	1.89
Denmark/DCGC-693299/2025	2025-10-06	XFG.11	61.00	25C (XFG)	Denmark	Denmark	24A	202541	OZ368693	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.11	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-3.38	1.77
Denmark/DCGC-693223/2025	2025-10-13	XFG	61.00	25C (XFG)	Denmark	Denmark	24A	202542	OZ368766	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.00	-3.38	1.77
Denmark/DCGC-693392/2025	2025-11-10	XFG.28	61.00	25C (XFG)	Denmark	Denmark	24A	202546	OZ376972	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.28	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.65	1.88
IGS-10285-CVDP-599DA752-8A8A-4557-B794-B87B0A5A0EFF	2025-10-01	XFG	61.00	25C (XFG)	Germany		24A	202540				XFG	Older	Europe		?	1.00	-2.65	1.88
USA/CA-CDPH-500151437/2025	2025-09-19	XFG	61.00	25C (XFG)	USA	California	24A	202538	PX887930	Homo sapiens	TPMG Kaiser Regional	XFG	Older	North America	California Department of Public Health, IDLB VRDL/COVIDNet	Diaz-Cuevas et al	1.00	-2.65	1.88
USA/MN-MDH-50045/2026	2026-02-13	XFG	61.00	25C (XFG)	USA	Minnesota	24A	202606	PZ148764	Homo sapiens		XFG	1-2 days ago	North America	Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab	Garfin et al	1.00	-2.65	1.88
OZ375237	2025-11-11	XFG.4	62.00	25C (XFG)	Slovakia	Slovakia	24A	202546	OZ375237	Homo sapiens	Public Health Authority of the Slovak Republic	XFG.4	Older	Europe	Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	Sladecek et al	0.95	-2.65	1.88
